,State,Year,Month,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Predicted Value
29611,WA,2019,August,Cocaine (T40.5),129,100.0,0.121214220159656,Washington,132
29612,WA,2019,August,Natural & semi-synthetic opioids (T40.2),197,100.0,0.121214220159656,Washington,200
29613,WA,2019,August,"Opioids (T40.0-T40.4,T40.6)",772,100.0,0.121214220159656,Washington,783
29614,WA,2019,August,Number of Drug Overdose Deaths,1215,100.0,0.121214220159656,Washington,1230
29615,WA,2019,August,Heroin (T40.1),334,100.0,0.121214220159656,Washington,339
29616,WA,2019,December,Number of Drug Overdose Deaths,1250,100.0,0.0721327242125511,Washington,1253
29617,WA,2019,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",530,100.0,0.0721327242125511,Washington,532
29618,WA,2019,December,Psychostimulants with abuse potential (T43.6),539,100.0,0.0721327242125511,Washington,542
29620,WA,2019,December,Methadone (T40.3),73,100.0,0.0721327242125511,Washington,74
29621,WA,2019,December,Cocaine (T40.5),133,100.0,0.0721327242125511,Washington,134
29622,WA,2019,December,Heroin (T40.1),344,100.0,0.0721327242125511,Washington,345
29623,WA,2019,December,"Synthetic opioids, excl. methadone (T40.4)",328,100.0,0.0721327242125511,Washington,330
29624,WA,2019,December,"Opioids (T40.0-T40.4,T40.6)",815,100.0,0.0721327242125511,Washington,817
29625,WA,2019,December,Natural & semi-synthetic opioids (T40.2),198,100.0,0.0721327242125511,Washington,199
29626,WA,2019,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",262,100.0,0.0721327242125511,Washington,263
29628,WA,2019,February,Cocaine (T40.5),130,100.0,0.140405068622977,Washington,132
29630,WA,2019,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",469,100.0,0.140405068622977,Washington,476
29631,WA,2019,February,"Opioids (T40.0-T40.4,T40.6)",741,100.0,0.140405068622977,Washington,750
29632,WA,2019,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",285,100.0,0.140405068622977,Washington,289
29633,WA,2019,February,Natural & semi-synthetic opioids (T40.2),207,100.0,0.140405068622977,Washington,210
29634,WA,2019,February,Heroin (T40.1),328,100.0,0.140405068622977,Washington,332
29635,WA,2019,February,"Synthetic opioids, excl. methadone (T40.4)",236,100.0,0.140405068622977,Washington,240
29636,WA,2019,February,Psychostimulants with abuse potential (T43.6),503,100.0,0.140405068622977,Washington,513
29638,WA,2019,February,Number of Drug Overdose Deaths,1180,100.0,0.140405068622977,Washington,1193
29639,WA,2019,February,Methadone (T40.3),84,100.0,0.140405068622977,Washington,86
29641,WA,2019,January,Heroin (T40.1),329,100.0,0.14274385408406,Washington,332
29642,WA,2019,January,"Synthetic opioids, excl. methadone (T40.4)",232,100.0,0.14274385408406,Washington,235
29643,WA,2019,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",471,100.0,0.14274385408406,Washington,475
29644,WA,2019,January,Cocaine (T40.5),133,100.0,0.14274385408406,Washington,135
29646,WA,2019,January,"Opioids (T40.0-T40.4,T40.6)",747,100.0,0.14274385408406,Washington,753
29647,WA,2019,January,Psychostimulants with abuse potential (T43.6),490,100.0,0.14274385408406,Washington,497
29648,WA,2019,January,Natural & semi-synthetic opioids (T40.2),215,100.0,0.14274385408406,Washington,217
29649,WA,2019,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",293,100.0,0.14274385408406,Washington,296
29650,WA,2019,January,Number of Drug Overdose Deaths,1181,100.0,0.14274385408406,Washington,1190
29651,WA,2019,January,Methadone (T40.3),86,100.0,0.14274385408406,Washington,87
29653,WA,2019,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",494,100.0,0.138602539891544,Washington,503
29654,WA,2019,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",277,100.0,0.138602539891544,Washington,282
29655,WA,2019,July,"Synthetic opioids, excl. methadone (T40.4)",276,100.0,0.138602539891544,Washington,281
29656,WA,2019,July,"Opioids (T40.0-T40.4,T40.6)",764,100.0,0.138602539891544,Washington,776
29657,WA,2019,July,Methadone (T40.3),74,100.0,0.138602539891544,Washington,76
29658,WA,2019,July,Psychostimulants with abuse potential (T43.6),514,100.0,0.138602539891544,Washington,525
29659,WA,2019,July,Natural & semi-synthetic opioids (T40.2),208,100.0,0.138602539891544,Washington,212
29661,WA,2019,July,Number of Drug Overdose Deaths,1203,100.0,0.138602539891544,Washington,1220
29662,WA,2019,July,Heroin (T40.1),330,100.0,0.138602539891544,Washington,336
29663,WA,2019,July,Cocaine (T40.5),122,100.0,0.138602539891544,Washington,125
29664,WA,2019,June,"Opioids (T40.0-T40.4,T40.6)",751,100.0,0.138648180242634,Washington,762
29665,WA,2019,June,Cocaine (T40.5),121,100.0,0.138648180242634,Washington,124
29666,WA,2019,June,Psychostimulants with abuse potential (T43.6),510,100.0,0.138648180242634,Washington,520
29667,WA,2019,June,Heroin (T40.1),330,100.0,0.138648180242634,Washington,335
29668,WA,2019,June,"Synthetic opioids, excl. methadone (T40.4)",265,100.0,0.138648180242634,Washington,270
29669,WA,2019,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",479,100.0,0.138648180242634,Washington,487
29671,WA,2019,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",274,100.0,0.138648180242634,Washington,279
29672,WA,2019,June,Natural & semi-synthetic opioids (T40.2),207,100.0,0.138648180242634,Washington,211
29674,WA,2019,June,Number of Drug Overdose Deaths,1190,100.0,0.138648180242634,Washington,1206
29675,WA,2019,June,Methadone (T40.3),72,100.0,0.138648180242634,Washington,74
29676,WA,2019,March,"Opioids (T40.0-T40.4,T40.6)",752,100.0,0.141643059490085,Washington,765
29677,WA,2019,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",285,100.0,0.141643059490085,Washington,291
29679,WA,2019,March,Number of Drug Overdose Deaths,1181,100.0,0.141643059490085,Washington,1198
29681,WA,2019,March,Psychostimulants with abuse potential (T43.6),502,100.0,0.141643059490085,Washington,513
29682,WA,2019,March,Natural & semi-synthetic opioids (T40.2),205,100.0,0.141643059490085,Washington,209
29683,WA,2019,March,"Synthetic opioids, excl. methadone (T40.4)",252,100.0,0.141643059490085,Washington,257
29684,WA,2019,March,Methadone (T40.3),86,100.0,0.141643059490085,Washington,88
29685,WA,2019,March,Heroin (T40.1),331,100.0,0.141643059490085,Washington,337
29686,WA,2019,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",480,100.0,0.141643059490085,Washington,489
29687,WA,2019,March,Cocaine (T40.5),133,100.0,0.141643059490085,Washington,136
29689,WA,2019,May,Heroin (T40.1),325,100.0,0.145775124516252,Washington,331
29691,WA,2019,May,"Opioids (T40.0-T40.4,T40.6)",743,100.0,0.145775124516252,Washington,756
29692,WA,2019,May,Cocaine (T40.5),126,100.0,0.145775124516252,Washington,130
29693,WA,2019,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",281,100.0,0.145775124516252,Washington,286
29694,WA,2019,May,"Synthetic opioids, excl. methadone (T40.4)",258,100.0,0.145775124516252,Washington,264
29695,WA,2019,May,Psychostimulants with abuse potential (T43.6),495,100.0,0.145775124516252,Washington,506
29696,WA,2019,May,Methadone (T40.3),78,100.0,0.145775124516252,Washington,80
29697,WA,2019,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",477,100.0,0.145775124516252,Washington,486
29698,WA,2019,May,Natural & semi-synthetic opioids (T40.2),209,100.0,0.145775124516252,Washington,213
29699,WA,2019,May,Number of Drug Overdose Deaths,1182,100.0,0.145775124516252,Washington,1200
29700,WA,2019,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",516,100.0,0.0844463593278759,Washington,520
29701,WA,2019,November,Methadone (T40.3),73,100.0,0.0844463593278759,Washington,74
29702,WA,2019,November,Number of Drug Overdose Deaths,1238,100.0,0.0844463593278759,Washington,1245
29703,WA,2019,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",263,100.0,0.0844463593278759,Washington,265
29704,WA,2019,November,"Opioids (T40.0-T40.4,T40.6)",809,100.0,0.0844463593278759,Washington,814
29705,WA,2019,November,Natural & semi-synthetic opioids (T40.2),197,100.0,0.0844463593278759,Washington,199
29707,WA,2019,November,Psychostimulants with abuse potential (T43.6),542,100.0,0.0844463593278759,Washington,547
29708,WA,2019,November,Cocaine (T40.5),127,100.0,0.0844463593278759,Washington,128
29710,WA,2019,November,"Synthetic opioids, excl. methadone (T40.4)",309,100.0,0.0844463593278759,Washington,312
29711,WA,2019,November,Heroin (T40.1),347,100.0,0.0844463593278759,Washington,350
29712,WA,2019,October,Methadone (T40.3),73,100.0,0.100053476858321,Washington,74
29714,WA,2019,October,Number of Drug Overdose Deaths,1220,100.0,0.100053476858321,Washington,1232
29715,WA,2019,October,"Opioids (T40.0-T40.4,T40.6)",790,100.0,0.100053476858321,Washington,799
29716,WA,2019,October,Natural & semi-synthetic opioids (T40.2),201,100.0,0.100053476858321,Washington,204
29717,WA,2019,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",511,100.0,0.100053476858321,Washington,517
29718,WA,2019,October,Cocaine (T40.5),124,100.0,0.100053476858321,Washington,126
29719,WA,2019,October,Heroin (T40.1),340,100.0,0.100053476858321,Washington,344
29721,WA,2019,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",268,100.0,0.100053476858321,Washington,272
29722,WA,2019,October,"Synthetic opioids, excl. methadone (T40.4)",297,100.0,0.100053476858321,Washington,301
29723,WA,2019,October,Psychostimulants with abuse potential (T43.6),539,100.0,0.100053476858321,Washington,547
29724,WA,2019,September,Number of Drug Overdose Deaths,1223,100.0,0.112349840117535,Washington,1236
29725,WA,2019,September,Natural & semi-synthetic opioids (T40.2),202,100.0,0.112349840117535,Washington,205
29728,WA,2019,September,Methadone (T40.3),78,100.0,0.112349840117535,Washington,80
29729,WA,2019,September,Heroin (T40.1),336,100.0,0.112349840117535,Washington,340
29730,WA,2019,September,"Opioids (T40.0-T40.4,T40.6)",794,100.0,0.112349840117535,Washington,803
29731,WA,2019,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",512,100.0,0.112349840117535,Washington,519
29732,WA,2019,September,Cocaine (T40.5),118,100.0,0.112349840117535,Washington,120
29733,WA,2019,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",274,100.0,0.112349840117535,Washington,278
29734,WA,2019,September,"Synthetic opioids, excl. methadone (T40.4)",295,100.0,0.112349840117535,Washington,299
29735,WA,2019,September,Psychostimulants with abuse potential (T43.6),531,100.0,0.112349840117535,Washington,539
29736,WA,2020,February,"Opioids (T40.0-T40.4,T40.6)",812,100.0,0.101193743139407,Washington,818
29737,WA,2020,February,Natural & semi-synthetic opioids (T40.2),192,100.0,0.101193743139407,Washington,194
29738,WA,2020,February,Cocaine (T40.5),141,100.0,0.101193743139407,Washington,143
29739,WA,2020,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",535,100.0,0.101193743139407,Washington,540
29740,WA,2020,February,Methadone (T40.3),72,100.0,0.101193743139407,Washington,73
29741,WA,2020,February,Number of Drug Overdose Deaths,1267,100.0,0.101193743139407,Washington,1275
29742,WA,2020,February,Psychostimulants with abuse potential (T43.6),534,100.0,0.101193743139407,Washington,542
29743,WA,2020,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",254,100.0,0.101193743139407,Washington,257
29746,WA,2020,February,Heroin (T40.1),333,100.0,0.101193743139407,Washington,335
29747,WA,2020,February,"Synthetic opioids, excl. methadone (T40.4)",338,100.0,0.101193743139407,Washington,342
29748,WA,2020,January,Natural & semi-synthetic opioids (T40.2),190,100.0,0.0873976077046989,Washington,191
29749,WA,2020,January,Cocaine (T40.5),135,100.0,0.0873976077046989,Washington,136
29750,WA,2020,January,Methadone (T40.3),73,100.0,0.0873976077046989,Washington,74
29751,WA,2020,January,Number of Drug Overdose Deaths,1259,100.0,0.0873976077046989,Washington,1260
29752,WA,2020,January,Psychostimulants with abuse potential (T43.6),537,100.0,0.0873976077046989,Washington,541
29753,WA,2020,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",534,100.0,0.0873976077046989,Washington,535
29756,WA,2020,January,Heroin (T40.1),336,100.0,0.0873976077046989,Washington,337
29757,WA,2020,January,"Synthetic opioids, excl. methadone (T40.4)",338,100.0,0.0873976077046989,Washington,340
29758,WA,2020,January,"Opioids (T40.0-T40.4,T40.6)",813,100.0,0.0873976077046989,Washington,815
29759,WA,2020,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",253,100.0,0.0873976077046989,Washington,254
29768,WI,2015,April,Number of Drug Overdose Deaths,871,100.0,0.07012076353720299,Wisconsin,875
29781,WI,2015,August,Number of Drug Overdose Deaths,836,100.0,0.091550118820367,Wisconsin,842
29794,WI,2015,December,Number of Drug Overdose Deaths,873,100.0,0.20754199788542102,Wisconsin,892
29796,WI,2015,February,Number of Drug Overdose Deaths,872,100.0,0.0688962815692604,Wisconsin,876
29797,WI,2015,February,Natural & semi-synthetic opioids (T40.2),271,100.0,0.0688962815692604,Wisconsin,273
29798,WI,2015,February,Cocaine (T40.5),103,100.0,0.0688962815692604,Wisconsin,104
29799,WI,2015,February,Psychostimulants with abuse potential (T43.6),43,100.0,0.0688962815692604,Wisconsin,44
29800,WI,2015,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",399,100.0,0.0688962815692604,Wisconsin,402
29801,WI,2015,February,Methadone (T40.3),80,100.0,0.0688962815692604,Wisconsin,81
29803,WI,2015,February,Heroin (T40.1),289,100.0,0.0688962815692604,Wisconsin,291
29804,WI,2015,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",324,100.0,0.0688962815692604,Wisconsin,327
29806,WI,2015,February,"Synthetic opioids, excl. methadone (T40.4)",101,100.0,0.0688962815692604,Wisconsin,102
29807,WI,2015,February,"Opioids (T40.0-T40.4,T40.6)",645,100.0,0.0688962815692604,Wisconsin,649
29812,WI,2015,January,Number of Drug Overdose Deaths,849,100.0,0.0651427217813573,Wisconsin,852
29831,WI,2015,July,Number of Drug Overdose Deaths,849,100.0,0.0896354176815604,Wisconsin,855
29834,WI,2015,June,Number of Drug Overdose Deaths,860,100.0,0.0838419092557568,Wisconsin,865
29844,WI,2015,March,Methadone (T40.3),83,100.0,0.066499765294946,Wisconsin,84
29845,WI,2015,March,Number of Drug Overdose Deaths,872,100.0,0.066499765294946,Wisconsin,875
29846,WI,2015,March,"Opioids (T40.0-T40.4,T40.6)",643,100.0,0.066499765294946,Wisconsin,646
29847,WI,2015,March,Natural & semi-synthetic opioids (T40.2),266,100.0,0.066499765294946,Wisconsin,268
29848,WI,2015,March,Cocaine (T40.5),106,100.0,0.066499765294946,Wisconsin,107
29849,WI,2015,March,Psychostimulants with abuse potential (T43.6),43,100.0,0.066499765294946,Wisconsin,44
29850,WI,2015,March,"Synthetic opioids, excl. methadone (T40.4)",103,100.0,0.066499765294946,Wisconsin,104
29852,WI,2015,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",395,100.0,0.066499765294946,Wisconsin,398
29853,WI,2015,March,Heroin (T40.1),287,100.0,0.066499765294946,Wisconsin,289
29855,WI,2015,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",322,100.0,0.066499765294946,Wisconsin,325
29858,WI,2015,May,Number of Drug Overdose Deaths,862,100.0,0.0800296695360231,Wisconsin,867
29875,WI,2015,November,Number of Drug Overdose Deaths,867,100.0,0.159887688647974,Wisconsin,880
29886,WI,2015,October,Number of Drug Overdose Deaths,887,100.0,0.11273299772590302,Wisconsin,895
29896,WI,2015,September,Number of Drug Overdose Deaths,880,100.0,0.103132905234481,Wisconsin,887
29905,WI,2016,April,Psychostimulants with abuse potential (T43.6),54,100.0,0.208571091259691,Wisconsin,56
29906,WI,2016,April,"Synthetic opioids, excl. methadone (T40.4)",173,100.0,0.208571091259691,Wisconsin,178
29907,WI,2016,April,"Opioids (T40.0-T40.4,T40.6)",690,100.0,0.208571091259691,Wisconsin,706
29908,WI,2016,April,Heroin (T40.1),299,100.0,0.208571091259691,Wisconsin,306
29909,WI,2016,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",335,100.0,0.208571091259691,Wisconsin,343
29911,WI,2016,April,Cocaine (T40.5),117,100.0,0.208571091259691,Wisconsin,120
29912,WI,2016,April,Methadone (T40.3),82,100.0,0.208571091259691,Wisconsin,84
29913,WI,2016,April,Number of Drug Overdose Deaths,934,100.0,0.208571091259691,Wisconsin,954
29914,WI,2016,April,Natural & semi-synthetic opioids (T40.2),273,100.0,0.208571091259691,Wisconsin,280
29915,WI,2016,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",464,100.0,0.208571091259691,Wisconsin,475
29917,WI,2016,August,"Synthetic opioids, excl. methadone (T40.4)",233,100.0,0.20101875524502802,Wisconsin,239
29919,WI,2016,August,Heroin (T40.1),352,100.0,0.20101875524502802,Wisconsin,360
29920,WI,2016,August,Methadone (T40.3),83,100.0,0.20101875524502802,Wisconsin,85
29921,WI,2016,August,Psychostimulants with abuse potential (T43.6),71,100.0,0.20101875524502802,Wisconsin,73
29922,WI,2016,August,Number of Drug Overdose Deaths,1054,100.0,0.20101875524502802,Wisconsin,1075
29923,WI,2016,August,Cocaine (T40.5),147,100.0,0.20101875524502802,Wisconsin,151
29924,WI,2016,August,"Opioids (T40.0-T40.4,T40.6)",825,100.0,0.20101875524502802,Wisconsin,843
29925,WI,2016,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",553,100.0,0.20101875524502802,Wisconsin,566
29926,WI,2016,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",377,100.0,0.20101875524502802,Wisconsin,385
29927,WI,2016,August,Natural & semi-synthetic opioids (T40.2),312,100.0,0.20101875524502802,Wisconsin,319
29928,WI,2016,December,Psychostimulants with abuse potential (T43.6),77,100.0,0.10842207163601199,Wisconsin,79
29929,WI,2016,December,Heroin (T40.1),388,100.0,0.10842207163601199,Wisconsin,392
29931,WI,2016,December,Cocaine (T40.5),149,100.0,0.10842207163601199,Wisconsin,151
29933,WI,2016,December,"Opioids (T40.0-T40.4,T40.6)",866,100.0,0.10842207163601199,Wisconsin,875
29934,WI,2016,December,Number of Drug Overdose Deaths,1079,100.0,0.10842207163601199,Wisconsin,1089
29935,WI,2016,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",591,100.0,0.10842207163601199,Wisconsin,598
29936,WI,2016,December,"Synthetic opioids, excl. methadone (T40.4)",287,100.0,0.10842207163601199,Wisconsin,291
29937,WI,2016,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",381,100.0,0.10842207163601199,Wisconsin,386
29938,WI,2016,December,Natural & semi-synthetic opioids (T40.2),325,100.0,0.10842207163601199,Wisconsin,329
29939,WI,2016,December,Methadone (T40.3),69,100.0,0.10842207163601199,Wisconsin,70
29941,WI,2016,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",322,100.0,0.20441055072919498,Wisconsin,329
29942,WI,2016,February,Number of Drug Overdose Deaths,912,100.0,0.20441055072919498,Wisconsin,931
29943,WI,2016,February,"Opioids (T40.0-T40.4,T40.6)",664,100.0,0.20441055072919498,Wisconsin,679
29944,WI,2016,February,Heroin (T40.1),300,100.0,0.20441055072919498,Wisconsin,307
29945,WI,2016,February,Natural & semi-synthetic opioids (T40.2),264,100.0,0.20441055072919498,Wisconsin,270
29946,WI,2016,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",423,100.0,0.20441055072919498,Wisconsin,433
29947,WI,2016,February,"Synthetic opioids, excl. methadone (T40.4)",145,100.0,0.20441055072919498,Wisconsin,149
29949,WI,2016,February,Cocaine (T40.5),122,100.0,0.20441055072919498,Wisconsin,125
29950,WI,2016,February,Psychostimulants with abuse potential (T43.6),47,100.0,0.20441055072919498,Wisconsin,49
29951,WI,2016,February,Methadone (T40.3),75,100.0,0.20441055072919498,Wisconsin,77
29959,WI,2016,January,Number of Drug Overdose Deaths,895,100.0,0.209275236421788,Wisconsin,914
29965,WI,2016,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",356,100.0,0.19401873554658397,Wisconsin,364
29966,WI,2016,July,"Synthetic opioids, excl. methadone (T40.4)",211,100.0,0.19401873554658397,Wisconsin,216
29967,WI,2016,July,Methadone (T40.3),85,100.0,0.19401873554658397,Wisconsin,87
29968,WI,2016,July,Psychostimulants with abuse potential (T43.6),67,100.0,0.19401873554658397,Wisconsin,69
29970,WI,2016,July,Heroin (T40.1),332,100.0,0.19401873554658397,Wisconsin,339
29971,WI,2016,July,"Opioids (T40.0-T40.4,T40.6)",769,100.0,0.19401873554658397,Wisconsin,785
29972,WI,2016,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",514,100.0,0.19401873554658397,Wisconsin,526
29973,WI,2016,July,Cocaine (T40.5),130,100.0,0.19401873554658397,Wisconsin,133
29974,WI,2016,July,Number of Drug Overdose Deaths,1004,100.0,0.19401873554658397,Wisconsin,1024
29975,WI,2016,July,Natural & semi-synthetic opioids (T40.2),290,100.0,0.19401873554658397,Wisconsin,296
29976,WI,2016,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",346,100.0,0.19603230612404898,Wisconsin,354
29977,WI,2016,June,Natural & semi-synthetic opioids (T40.2),280,100.0,0.19603230612404898,Wisconsin,286
29979,WI,2016,June,"Opioids (T40.0-T40.4,T40.6)",732,100.0,0.19603230612404898,Wisconsin,748
29981,WI,2016,June,Heroin (T40.1),315,100.0,0.19603230612404898,Wisconsin,322
29982,WI,2016,June,Number of Drug Overdose Deaths,972,100.0,0.19603230612404898,Wisconsin,991
29983,WI,2016,June,"Synthetic opioids, excl. methadone (T40.4)",198,100.0,0.19603230612404898,Wisconsin,203
29984,WI,2016,June,Methadone (T40.3),85,100.0,0.19603230612404898,Wisconsin,87
29985,WI,2016,June,Psychostimulants with abuse potential (T43.6),57,100.0,0.19603230612404898,Wisconsin,59
29986,WI,2016,June,Cocaine (T40.5),120,100.0,0.19603230612404898,Wisconsin,123
29987,WI,2016,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",492,100.0,0.19603230612404898,Wisconsin,503
29989,WI,2016,March,"Synthetic opioids, excl. methadone (T40.4)",162,100.0,0.206367924528302,Wisconsin,167
29990,WI,2016,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",324,100.0,0.206367924528302,Wisconsin,332
29991,WI,2016,March,Number of Drug Overdose Deaths,924,100.0,0.206367924528302,Wisconsin,943
29992,WI,2016,March,Psychostimulants with abuse potential (T43.6),49,100.0,0.206367924528302,Wisconsin,51
29994,WI,2016,March,Methadone (T40.3),80,100.0,0.206367924528302,Wisconsin,82
29995,WI,2016,March,"Opioids (T40.0-T40.4,T40.6)",675,100.0,0.206367924528302,Wisconsin,690
29996,WI,2016,March,Heroin (T40.1),299,100.0,0.206367924528302,Wisconsin,306
29997,WI,2016,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",442,100.0,0.206367924528302,Wisconsin,453
29998,WI,2016,March,Cocaine (T40.5),123,100.0,0.206367924528302,Wisconsin,126
29999,WI,2016,March,Natural & semi-synthetic opioids (T40.2),263,100.0,0.206367924528302,Wisconsin,269
30001,WI,2016,May,Psychostimulants with abuse potential (T43.6),54,100.0,0.199862839227981,Wisconsin,56
30002,WI,2016,May,"Opioids (T40.0-T40.4,T40.6)",723,100.0,0.199862839227981,Wisconsin,739
30003,WI,2016,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",338,100.0,0.199862839227981,Wisconsin,346
30004,WI,2016,May,Number of Drug Overdose Deaths,968,100.0,0.199862839227981,Wisconsin,988
30005,WI,2016,May,Cocaine (T40.5),119,100.0,0.199862839227981,Wisconsin,122
30007,WI,2016,May,Methadone (T40.3),83,100.0,0.199862839227981,Wisconsin,85
30008,WI,2016,May,Natural & semi-synthetic opioids (T40.2),274,100.0,0.199862839227981,Wisconsin,280
30009,WI,2016,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",477,100.0,0.199862839227981,Wisconsin,488
30010,WI,2016,May,"Synthetic opioids, excl. methadone (T40.4)",190,100.0,0.199862839227981,Wisconsin,195
30011,WI,2016,May,Heroin (T40.1),320,100.0,0.199862839227981,Wisconsin,327
30013,WI,2016,November,"Synthetic opioids, excl. methadone (T40.4)",275,100.0,0.138304503662147,Wisconsin,280
30014,WI,2016,November,Heroin (T40.1),381,100.0,0.138304503662147,Wisconsin,387
30015,WI,2016,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",378,100.0,0.138304503662147,Wisconsin,384
30016,WI,2016,November,Psychostimulants with abuse potential (T43.6),78,100.0,0.138304503662147,Wisconsin,80
30018,WI,2016,November,Cocaine (T40.5),157,100.0,0.138304503662147,Wisconsin,160
30019,WI,2016,November,Methadone (T40.3),70,100.0,0.138304503662147,Wisconsin,72
30020,WI,2016,November,"Opioids (T40.0-T40.4,T40.6)",854,100.0,0.138304503662147,Wisconsin,866
30021,WI,2016,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",580,100.0,0.138304503662147,Wisconsin,589
30022,WI,2016,November,Number of Drug Overdose Deaths,1066,100.0,0.138304503662147,Wisconsin,1079
30023,WI,2016,November,Natural & semi-synthetic opioids (T40.2),321,100.0,0.138304503662147,Wisconsin,326
30024,WI,2016,October,"Opioids (T40.0-T40.4,T40.6)",847,100.0,0.18355789884788098,Wisconsin,864
30025,WI,2016,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",382,100.0,0.18355789884788098,Wisconsin,390
30027,WI,2016,October,"Synthetic opioids, excl. methadone (T40.4)",265,100.0,0.18355789884788098,Wisconsin,271
30029,WI,2016,October,Natural & semi-synthetic opioids (T40.2),322,100.0,0.18355789884788098,Wisconsin,329
30030,WI,2016,October,Number of Drug Overdose Deaths,1062,100.0,0.18355789884788098,Wisconsin,1081
30031,WI,2016,October,Psychostimulants with abuse potential (T43.6),72,100.0,0.18355789884788098,Wisconsin,74
30032,WI,2016,October,Methadone (T40.3),77,100.0,0.18355789884788098,Wisconsin,79
30033,WI,2016,October,Heroin (T40.1),372,100.0,0.18355789884788098,Wisconsin,379
30034,WI,2016,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",578,100.0,0.18355789884788098,Wisconsin,590
30035,WI,2016,October,Cocaine (T40.5),160,100.0,0.18355789884788098,Wisconsin,164
30037,WI,2016,September,"Opioids (T40.0-T40.4,T40.6)",829,100.0,0.19119712814109602,Wisconsin,846
30038,WI,2016,September,Number of Drug Overdose Deaths,1056,100.0,0.19119712814109602,Wisconsin,1076
30040,WI,2016,September,Natural & semi-synthetic opioids (T40.2),311,100.0,0.19119712814109602,Wisconsin,318
30041,WI,2016,September,Cocaine (T40.5),155,100.0,0.19119712814109602,Wisconsin,159
30042,WI,2016,September,"Synthetic opioids, excl. methadone (T40.4)",250,100.0,0.19119712814109602,Wisconsin,256
30043,WI,2016,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",373,100.0,0.19119712814109602,Wisconsin,381
